filename,width,height,class,xmin,ymin,xmax,ymax
paper103.jpg,512,384,paper,1,1,512,384
paper104.jpg,512,384,paper,32,1,459,384
paper105.jpg,512,384,paper,1,1,512,281
paper111.jpg,512,384,paper,41,53,480,358
paper112.jpg,512,384,paper,5,1,405,384
paper113.jpg,512,384,paper,1,141,512,384
paper114.jpg,512,384,paper,1,1,512,384
paper115.jpg,512,384,paper,7,1,505,384
paper116.jpg,512,384,paper,72,21,423,312
paper117.jpg,512,384,paper,166,102,308,304
paper118.jpg,512,384,paper,140,1,317,318
paper119.jpg,512,384,paper,65,79,500,289
paper120.jpg,512,384,paper,67,138,345,271
paper121.jpg,512,384,paper,30,1,512,384
paper122.jpg,512,384,paper,89,38,357,358
paper123.jpg,512,384,paper,1,21,442,350
paper124.jpg,512,384,paper,112,1,512,384
paper125.jpg,512,384,paper,1,1,340,384
paper126.jpg,512,384,paper,73,68,371,352
paper127.jpg,512,384,paper,1,30,512,384
paper128.jpg,512,384,paper,51,80,395,304
paper129.jpg,512,384,paper,1,7,464,384
paper130.jpg,512,384,paper,48,58,419,333
paper131.jpg,512,384,paper,1,1,450,384
paper132.jpg,512,384,paper,80,1,336,331
paper133.jpg,512,384,paper,15,1,512,384
paper134.jpg,512,384,paper,1,37,512,384
paper135.jpg,512,384,paper,1,1,512,360
paper135.jpg,512,384,paper,1,100,512,374
paper135.jpg,512,384,paper,1,209,512,384
paper136.jpg,512,384,paper,1,1,486,384
paper137.jpg,512,384,paper,1,1,512,338
paper138.jpg,512,384,paper,58,83,449,350
paper139.jpg,512,384,paper,1,14,432,384
paper140.jpg,512,384,paper,1,1,473,384
paper141.jpg,512,384,paper,78,23,417,384
paper142.jpg,512,384,paper,12,18,470,384
paper143.jpg,512,384,paper,34,80,467,328
paper144.jpg,512,384,paper,59,1,400,384
paper145.jpg,512,384,paper,15,1,475,373
paper146.jpg,512,384,paper,86,107,409,320
paper147.jpg,512,384,paper,1,1,480,384
paper148.jpg,512,384,paper,1,1,480,384
paper149.jpg,512,384,paper,1,1,483,384
paper150.jpg,512,384,paper,61,104,417,273
paper151.jpg,512,384,paper,76,77,392,290
paper152.jpg,512,384,paper,1,1,467,384
paper153.jpg,512,384,paper,1,1,512,384
paper154.jpg,512,384,paper,105,30,385,315
paper155.jpg,512,384,paper,1,1,407,357
paper156.jpg,512,384,paper,1,91,452,384
paper157.jpg,512,384,paper,78,13,467,367
paper158.jpg,512,384,paper,150,43,333,332
paper159.jpg,512,384,paper,31,50,400,351
paper160.jpg,512,384,paper,69,45,397,384
paper166.jpg,512,384,paper,12,1,512,328
paper167.jpg,512,384,paper,49,1,465,384
paper168.jpg,512,384,paper,70,33,417,359
paper169.jpg,512,384,paper,67,1,470,384
paper170.jpg,512,384,paper,87,53,393,312
paper171.jpg,512,384,paper,99,1,457,384
paper172.jpg,512,384,paper,1,1,450,277
paper173.jpg,512,384,paper,107,31,415,346
paper174.jpg,512,384,paper,1,1,512,384
paper175.jpg,512,384,paper,1,1,460,358
paper176.jpg,512,384,paper,52,69,467,329
paper177.jpg,512,384,paper,35,1,425,384
paper178.jpg,512,384,paper,1,1,424,384
paper179.jpg,512,384,paper,1,78,512,384
paper180.jpg,512,384,paper,1,1,352,379
paper181.jpg,512,384,paper,113,1,512,329
paper182.jpg,512,384,paper,1,1,512,384
paper183.jpg,512,384,paper,1,22,505,334
paper184.jpg,512,384,paper,1,10,512,384
paper185.jpg,512,384,paper,20,1,512,384
paper186.jpg,512,384,paper,1,1,512,384
paper187.jpg,512,384,paper,1,45,512,384
paper188.jpg,512,384,paper,1,1,483,384
paper189.jpg,512,384,paper,1,1,512,384
paper190.jpg,512,384,paper,1,1,512,329
paper191.jpg,512,384,paper,16,1,465,384
paper192.jpg,512,384,paper,1,1,465,329
paper193.jpg,512,384,paper,45,1,512,384
paper194.jpg,512,384,paper,1,1,450,384
paper195.jpg,512,384,paper,4,1,512,325
paper196.jpg,512,384,paper,1,1,457,382
paper197.jpg,512,384,paper,113,88,512,384
paper198.jpg,512,384,paper,13,1,500,384
paper199.jpg,512,384,paper,1,73,512,384
paper200.jpg,512,384,paper,44,128,380,220
paper201.jpg,512,384,paper,89,65,431,297
paper202.jpg,512,384,paper,103,75,419,330
paper203.jpg,512,384,paper,123,111,361,273
paper204.jpg,512,384,paper,88,14,363,345
paper205.jpg,512,384,paper,1,72,493,384
paper206.jpg,512,384,paper,8,1,406,384
paper207.jpg,512,384,paper,1,68,512,384
paper208.jpg,512,384,paper,21,1,477,380
paper209.jpg,512,384,paper,1,1,512,384
paper210.jpg,512,384,paper,1,1,429,297
paper211.jpg,512,384,paper,1,99,404,384
paper212.jpg,512,384,paper,67,87,479,339
paper213.jpg,512,384,paper,92,9,345,348
paper214.jpg,512,384,paper,1,1,512,384
paper215.jpg,512,384,paper,1,1,460,384
paper216.jpg,512,384,paper,108,91,426,313
paper217.jpg,512,384,paper,1,1,455,384
paper218.jpg,512,384,paper,51,1,334,384
paper219.jpg,512,384,paper,5,77,492,383
paper220.jpg,512,384,paper,99,60,423,309
paper221.jpg,512,384,paper,1,1,512,384
paper222.jpg,512,384,paper,82,87,315,384
paper223.jpg,512,384,paper,1,1,512,384
paper224.jpg,512,384,paper,31,28,489,384
paper225.jpg,512,384,paper,110,46,421,354
paper226.jpg,512,384,paper,114,113,350,305
paper227.jpg,512,384,paper,1,1,512,384
paper228.jpg,512,384,paper,168,84,272,213
paper229.jpg,512,384,paper,1,61,473,383
paper23.jpg,512,384,paper,14,1,512,347
paper230.jpg,512,384,paper,1,1,512,151
paper231.jpg,512,384,paper,4,1,435,356
paper232.jpg,512,384,paper,3,57,449,384
paper233.jpg,512,384,paper,1,97,470,377
paper234.jpg,512,384,paper,70,1,437,345
paper235.jpg,512,384,paper,82,53,420,337
paper236.jpg,512,384,paper,1,1,322,384
paper236.jpg,512,384,paper,227,137,495,384
paper237.jpg,512,384,paper,1,1,455,384
paper238.jpg,512,384,paper,1,47,413,354
paper239.jpg,512,384,paper,57,35,380,313
paper24.jpg,512,384,paper,1,13,392,384
paper240.jpg,512,384,paper,1,59,404,384
paper244.jpg,512,384,paper,30,40,406,357
paper245.jpg,512,384,paper,1,1,147,384
paper245.jpg,512,384,paper,140,1,337,108
paper245.jpg,512,384,paper,126,1,495,384
paper246.jpg,512,384,paper,1,1,378,384
paper247.jpg,512,384,paper,1,1,469,384
paper248.jpg,512,384,paper,48,1,484,347
paper249.jpg,512,384,paper,59,74,343,299
paper25.jpg,512,384,paper,1,1,469,306
paper250.jpg,512,384,paper,1,1,473,381
paper251.jpg,512,384,paper,78,40,325,355
paper252.jpg,512,384,paper,66,77,437,333
paper253.jpg,512,384,paper,59,63,440,344
paper254.jpg,512,384,paper,51,1,512,379
paper255.jpg,512,384,paper,30,1,466,384
paper256.jpg,512,384,paper,142,52,350,244
paper257.jpg,512,384,paper,45,97,411,383
paper258.jpg,512,384,paper,38,1,481,384
paper259.jpg,512,384,paper,1,45,432,384
paper26.jpg,512,384,paper,51,9,279,384
paper26.jpg,512,384,paper,166,150,512,384
paper26.jpg,512,384,paper,176,1,512,204
paper260.jpg,512,384,paper,1,47,443,384
paper261.jpg,512,384,paper,58,62,389,337
paper262.jpg,512,384,paper,46,1,470,367
paper263.jpg,512,384,paper,24,1,481,384
paper264.jpg,512,384,paper,146,107,389,285
paper265.jpg,512,384,paper,1,1,446,384
paper266.jpg,512,384,paper,1,1,512,384
paper267.jpg,512,384,paper,24,1,437,384
paper268.jpg,512,384,paper,13,1,413,337
paper269.jpg,512,384,paper,1,1,512,384
paper270.jpg,512,384,paper,24,1,496,384
paper271.jpg,512,384,paper,58,1,442,370
paper272.jpg,512,384,paper,11,67,377,313
paper273.jpg,512,384,paper,46,1,463,384
paper274.jpg,512,384,paper,112,91,417,299
paper275.jpg,512,384,paper,59,36,404,351
paper276.jpg,512,384,paper,89,51,356,334
paper277.jpg,512,384,paper,1,1,420,379
paper278.jpg,512,384,paper,112,61,397,354
paper279.jpg,512,384,paper,100,1,355,384
paper280.jpg,512,384,paper,1,1,512,377
paper281.jpg,512,384,paper,79,1,435,384
paper282.jpg,512,384,paper,28,101,433,322
paper283.jpg,512,384,paper,1,7,512,384
paper284.jpg,512,384,paper,1,1,351,384
paper285.jpg,512,384,paper,9,18,493,384
paper286.jpg,512,384,paper,2,21,512,384
paper287.jpg,512,384,paper,50,1,392,384
paper288.jpg,512,384,paper,173,18,332,357
paper289.jpg,512,384,paper,1,1,512,348
paper29.jpg,512,384,paper,85,60,396,384
paper290.jpg,512,384,paper,1,1,502,384
paper291.jpg,512,384,paper,49,4,469,384
paper292.jpg,512,384,paper,1,110,512,384
paper293.jpg,512,384,paper,20,56,458,384
paper294.jpg,512,384,paper,59,71,396,327
paper295.jpg,512,384,paper,28,85,449,328
paper296.jpg,512,384,paper,45,123,369,264
paper297.jpg,512,384,paper,1,1,476,384
paper298.jpg,512,384,paper,1,1,497,363
paper299.jpg,512,384,paper,38,45,469,331
paper30.jpg,512,384,paper,33,97,383,291
paper300.jpg,512,384,paper,58,12,470,370
paper301.jpg,512,384,paper,132,6,444,384
paper302.jpg,512,384,paper,15,68,450,335
paper303.jpg,512,384,paper,14,1,512,384
paper304.jpg,512,384,paper,70,90,415,270
paper305.jpg,512,384,paper,1,1,491,384
paper306.jpg,512,384,paper,2,60,406,384
paper307.jpg,512,384,paper,1,1,459,384
paper308.jpg,512,384,paper,5,1,487,384
paper309.jpg,512,384,paper,9,1,479,384
paper31.jpg,512,384,paper,1,1,437,352
paper310.jpg,512,384,paper,140,93,393,286
paper311.jpg,512,384,paper,2,24,465,384
paper312.jpg,512,384,paper,1,1,512,384
paper313.jpg,512,384,paper,1,1,491,384
paper314.jpg,512,384,paper,1,1,512,384
paper315.jpg,512,384,paper,69,15,425,384
paper316.jpg,512,384,paper,1,5,471,384
paper317.jpg,512,384,paper,157,90,313,267
paper318.jpg,512,384,paper,43,60,460,354
paper319.jpg,512,384,paper,3,1,470,384
paper325.jpg,512,384,paper,62,43,386,297
paper326.jpg,512,384,paper,1,1,512,384
paper327.jpg,512,384,paper,66,35,400,340
paper328.jpg,512,384,paper,1,133,512,384
paper329.jpg,512,384,paper,95,1,390,355
paper330.jpg,512,384,paper,61,1,512,350
paper331.jpg,512,384,paper,37,31,407,339
paper332.jpg,512,384,paper,1,35,458,384
paper333.jpg,512,384,paper,74,25,460,304
paper334.jpg,512,384,paper,180,106,350,284
paper335.jpg,512,384,paper,1,1,512,384
paper336.jpg,512,384,paper,1,1,512,384
paper337.jpg,512,384,paper,40,48,432,361
paper338.jpg,512,384,paper,1,1,512,384
paper339.jpg,512,384,paper,19,23,388,384
paper340.jpg,512,384,paper,41,1,502,384
paper341.jpg,512,384,paper,2,92,448,384
paper342.jpg,512,384,paper,1,1,460,384
paper343.jpg,512,384,paper,29,128,512,384
paper344.jpg,512,384,paper,69,61,512,384
paper345.jpg,512,384,paper,1,1,512,384
paper346.jpg,512,384,paper,95,43,443,372
paper347.jpg,512,384,paper,1,5,473,384
paper348.jpg,512,384,paper,24,117,406,355
paper349.jpg,512,384,paper,1,1,380,384
paper350.jpg,512,384,paper,62,20,426,337
paper351.jpg,512,384,paper,1,1,512,384
paper352.jpg,512,384,paper,157,32,392,361
paper353.jpg,512,384,paper,1,1,457,384
paper354.jpg,512,384,paper,69,76,419,283
paper355.jpg,512,384,paper,18,160,512,384
paper356.jpg,512,384,paper,29,6,480,363
paper357.jpg,512,384,paper,29,10,433,341
paper358.jpg,512,384,paper,1,1,512,384
paper359.jpg,512,384,paper,82,35,390,348
paper360.jpg,512,384,paper,1,1,512,384
paper361.jpg,512,384,paper,18,1,454,343
paper362.jpg,512,384,paper,149,1,512,384
paper363.jpg,512,384,paper,150,17,325,297
paper364.jpg,512,384,paper,67,10,444,384
paper365.jpg,512,384,paper,2,1,413,384
paper366.jpg,512,384,paper,1,25,503,348
paper367.jpg,512,384,paper,21,1,431,384
paper368.jpg,512,384,paper,118,78,372,304
paper369.jpg,512,384,paper,1,1,512,384
paper37.jpg,512,384,paper,1,80,469,384
paper370.jpg,512,384,paper,61,120,402,267
paper371.jpg,512,384,paper,2,60,466,384
paper372.jpg,512,384,paper,1,1,507,384
paper373.jpg,512,384,paper,72,55,307,338
paper374.jpg,512,384,paper,97,111,337,294
paper375.jpg,512,384,paper,18,1,474,384
paper376.jpg,512,384,paper,4,67,427,335
paper377.jpg,512,384,paper,62,57,403,273
paper378.jpg,512,384,paper,1,6,473,384
paper379.jpg,512,384,paper,9,1,512,384
paper38.jpg,512,384,paper,52,57,512,384
paper380.jpg,512,384,paper,1,1,495,384
paper381.jpg,512,384,paper,1,1,512,384
paper382.jpg,512,384,paper,1,167,489,274
paper383.jpg,512,384,paper,50,1,454,384
paper384.jpg,512,384,paper,8,55,464,314
paper385.jpg,512,384,paper,166,92,362,301
paper386.jpg,512,384,paper,116,1,512,384
paper387.jpg,512,384,paper,150,93,305,255
paper388.jpg,512,384,paper,55,55,466,384
paper388.jpg,512,384,paper,140,1,348,143
paper389.jpg,512,384,paper,40,94,475,313
paper39.jpg,512,384,paper,46,112,410,384
paper390.jpg,512,384,paper,16,1,512,384
paper391.jpg,512,384,paper,15,1,512,384
paper392.jpg,512,384,paper,1,1,296,384
paper392.jpg,512,384,paper,168,1,466,384
paper393.jpg,512,384,paper,13,1,482,374
paper394.jpg,512,384,paper,44,64,392,300
paper395.jpg,512,384,paper,1,32,460,380
paper396.jpg,512,384,paper,1,1,468,384
paper397.jpg,512,384,paper,36,28,498,384
paper398.jpg,512,384,paper,59,1,368,371
paper399.jpg,512,384,paper,61,1,512,384
paper40.jpg,512,384,paper,1,32,446,384
paper400.jpg,512,384,paper,35,53,482,371
paper401.jpg,512,384,paper,1,1,449,384
paper402.jpg,512,384,paper,1,1,512,370
paper403.jpg,512,384,paper,48,52,448,374
paper404.jpg,512,384,paper,1,19,447,384
paper405.jpg,512,384,paper,21,1,492,384
paper406.jpg,512,384,paper,123,222,459,384
paper407.jpg,512,384,paper,1,1,486,384
paper408.jpg,512,384,paper,1,1,452,384
paper409.jpg,512,384,paper,1,1,512,219
paper41.jpg,512,384,paper,2,1,512,384
paper410.jpg,512,384,paper,1,1,397,384
paper411.jpg,512,384,paper,2,1,512,384
paper412.jpg,512,384,paper,1,52,512,377
paper413.jpg,512,384,paper,1,1,512,384
paper414.jpg,512,384,paper,31,33,503,384
paper415.jpg,512,384,paper,11,1,464,384
paper416.jpg,512,384,paper,21,1,477,382
paper417.jpg,512,384,paper,94,57,342,335
paper418.jpg,512,384,paper,1,1,423,340
paper419.jpg,512,384,paper,108,73,363,289
paper42.jpg,512,384,paper,1,1,487,384
paper420.jpg,512,384,paper,1,1,512,338
paper421.jpg,512,384,paper,81,106,361,290
paper422.jpg,512,384,paper,32,1,400,384
paper423.jpg,512,384,paper,1,1,390,354
paper424.jpg,512,384,paper,65,1,444,343
paper425.jpg,512,384,paper,1,65,455,374
paper426.jpg,512,384,paper,66,115,469,315
paper427.jpg,512,384,paper,58,25,450,353
paper428.jpg,512,384,paper,188,81,356,267
paper429.jpg,512,384,paper,4,1,457,384
paper43.jpg,512,384,paper,1,115,503,384
paper430.jpg,512,384,paper,1,1,512,384
paper431.jpg,512,384,paper,85,25,347,374
paper432.jpg,512,384,paper,1,17,512,363
paper433.jpg,512,384,paper,1,1,452,380
paper434.jpg,512,384,paper,1,1,491,328
paper435.jpg,512,384,paper,45,1,483,384
paper436.jpg,512,384,paper,1,1,512,384
paper437.jpg,512,384,paper,21,37,466,318
paper438.jpg,512,384,paper,83,20,393,352
paper439.jpg,512,384,paper,30,1,512,384
paper440.jpg,512,384,paper,1,1,512,368
paper441.jpg,512,384,paper,37,71,448,384
paper442.jpg,512,384,paper,1,117,400,384
paper443.jpg,512,384,paper,1,1,512,384
paper444.jpg,512,384,paper,34,1,440,361
paper445.jpg,512,384,paper,31,1,425,384
paper446.jpg,512,384,paper,97,61,376,384
paper447.jpg,512,384,paper,54,8,432,375
paper448.jpg,512,384,paper,1,81,505,384
paper449.jpg,512,384,paper,24,122,423,355
paper450.jpg,512,384,paper,1,50,492,358
paper451.jpg,512,384,paper,1,1,512,384
paper452.jpg,512,384,paper,71,1,465,380
paper453.jpg,512,384,paper,2,1,471,317
paper454.jpg,512,384,paper,1,17,502,384
paper455.jpg,512,384,paper,1,1,512,384
paper456.jpg,512,384,paper,83,54,404,313
paper457.jpg,512,384,paper,1,1,512,381
paper458.jpg,512,384,paper,1,1,490,384
paper459.jpg,512,384,paper,2,68,512,384
paper460.jpg,512,384,paper,2,1,499,384
paper461.jpg,512,384,paper,1,1,309,384
paper462.jpg,512,384,paper,1,1,512,384
paper463.jpg,512,384,paper,1,1,512,384
paper464.jpg,512,384,paper,1,1,512,384
paper465.jpg,512,384,paper,137,34,338,384
paper466.jpg,512,384,paper,1,74,512,384
paper467.jpg,512,384,paper,49,116,405,384
paper468.jpg,512,384,paper,126,90,401,293
paper469.jpg,512,384,paper,92,21,426,349
paper47.jpg,512,384,paper,21,1,512,384
paper470.jpg,512,384,paper,1,1,417,347
paper471.jpg,512,384,paper,1,31,443,378
paper472.jpg,512,384,paper,1,23,512,384
paper473.jpg,512,384,paper,28,1,427,358
paper474.jpg,512,384,paper,25,63,426,384
paper475.jpg,512,384,paper,96,52,389,268
paper476.jpg,512,384,paper,83,1,489,384
paper477.jpg,512,384,paper,67,39,449,340
paper478.jpg,512,384,paper,1,2,441,384
paper479.jpg,512,384,paper,87,56,340,312
paper48.jpg,512,384,paper,76,4,392,358
paper480.jpg,512,384,paper,41,1,502,384
paper481.jpg,512,384,paper,1,1,490,322
paper482.jpg,512,384,paper,11,80,512,384
paper483.jpg,512,384,paper,102,2,337,343
paper484.jpg,512,384,paper,8,3,385,384
paper485.jpg,512,384,paper,54,1,441,380
paper486.jpg,512,384,paper,58,122,425,292
paper487.jpg,512,384,paper,1,14,432,384
paper488.jpg,512,384,paper,1,1,512,384
paper489.jpg,512,384,paper,42,1,512,378
paper49.jpg,512,384,paper,1,1,500,384
paper490.jpg,512,384,paper,1,1,508,384
paper491.jpg,512,384,paper,67,12,409,384
paper492.jpg,512,384,paper,1,1,512,333
paper493.jpg,512,384,paper,25,1,512,245
paper494.jpg,512,384,paper,1,24,472,384
paper495.jpg,512,384,paper,31,11,495,384
paper496.jpg,512,384,paper,18,1,512,366
paper496.jpg,512,384,paper,11,110,512,384
paper496.jpg,512,384,paper,1,225,254,384
paper497.jpg,512,384,paper,30,71,509,319
paper498.jpg,512,384,paper,86,74,369,307
paper499.jpg,512,384,paper,93,112,296,278
paper50.jpg,512,384,paper,51,38,450,354
paper500.jpg,512,384,paper,11,1,463,384
paper501.jpg,512,384,paper,83,26,405,384
paper502.jpg,512,384,paper,54,1,452,384
paper503.jpg,512,384,paper,106,90,390,325
paper504.jpg,512,384,paper,1,1,512,232
paper504.jpg,512,384,paper,1,233,512,384
paper505.jpg,512,384,paper,157,54,354,369
paper506.jpg,512,384,paper,11,10,437,365
paper507.jpg,512,384,paper,26,7,505,318
paper508.jpg,512,384,paper,1,1,343,224
paper508.jpg,512,384,paper,2,185,319,384
paper51.jpg,512,384,paper,1,175,512,384
paper513.jpg,512,384,paper,1,1,505,384
paper514.jpg,512,384,paper,1,1,485,353
paper515.jpg,512,384,paper,72,1,482,369
paper516.jpg,512,384,paper,31,1,397,374
paper517.jpg,512,384,paper,73,67,362,305
paper518.jpg,512,384,paper,9,9,456,354
paper519.jpg,512,384,paper,52,1,468,384
paper52.jpg,512,384,paper,103,68,366,258
paper520.jpg,512,384,paper,67,18,340,343
paper521.jpg,512,384,paper,65,67,412,247
paper522.jpg,512,384,paper,44,1,452,378
paper523.jpg,512,384,paper,106,91,340,326
paper524.jpg,512,384,paper,12,32,377,384
paper525.jpg,512,384,paper,1,34,410,384
paper526.jpg,512,384,paper,1,1,472,384
paper527.jpg,512,384,paper,1,1,426,384
paper528.jpg,512,384,paper,1,1,473,384
paper529.jpg,512,384,paper,14,1,508,384
paper53.jpg,512,384,paper,1,1,512,384
paper530.jpg,512,384,paper,83,70,417,293
paper531.jpg,512,384,paper,1,1,403,374
paper532.jpg,512,384,paper,41,52,463,332
paper533.jpg,512,384,paper,1,1,456,384
paper534.jpg,512,384,paper,53,1,454,381
paper535.jpg,512,384,paper,2,1,402,384
paper536.jpg,512,384,paper,75,83,357,321
paper537.jpg,512,384,paper,1,1,509,384
paper538.jpg,512,384,paper,123,20,355,352
paper539.jpg,512,384,paper,16,1,431,384
paper54.jpg,512,384,paper,85,115,439,318
paper540.jpg,512,384,paper,1,1,486,384
paper541.jpg,512,384,paper,1,1,512,300
paper542.jpg,512,384,paper,1,4,479,384
paper543.jpg,512,384,paper,44,105,452,351
paper544.jpg,512,384,paper,1,1,445,384
paper545.jpg,512,384,paper,82,61,320,297
paper546.jpg,512,384,paper,22,1,478,384
paper547.jpg,512,384,paper,1,20,445,356
paper548.jpg,512,384,paper,92,91,379,271
paper549.jpg,512,384,paper,48,71,460,338
paper55.jpg,512,384,paper,51,54,473,360
paper550.jpg,512,384,paper,151,67,329,368
paper551.jpg,512,384,paper,1,1,376,352
paper552.jpg,512,384,paper,157,91,395,293
paper553.jpg,512,384,paper,1,1,512,378
paper554.jpg,512,384,paper,85,67,419,329
paper555.jpg,512,384,paper,34,1,410,384
paper556.jpg,512,384,paper,1,37,512,384
paper557.jpg,512,384,paper,29,40,445,367
paper558.jpg,512,384,paper,1,1,512,384
paper559.jpg,512,384,paper,1,1,512,384
paper56.jpg,512,384,paper,1,1,486,384
paper560.jpg,512,384,paper,52,75,455,303
paper561.jpg,512,384,paper,22,43,476,321
paper562.jpg,512,384,paper,38,1,500,384
paper563.jpg,512,384,paper,1,1,512,375
paper568.jpg,512,384,paper,1,1,512,384
paper573.jpg,512,384,paper,67,73,453,364
paper574.jpg,512,384,paper,1,123,487,270
paper575.jpg,512,384,paper,1,1,487,384
paper576.jpg,512,384,paper,130,35,374,310
paper577.jpg,512,384,paper,82,68,423,384
paper578.jpg,512,384,paper,1,1,494,384
paper579.jpg,512,384,paper,69,13,390,377
paper580.jpg,512,384,paper,59,1,512,384
paper581.jpg,512,384,paper,1,1,512,384
paper582.jpg,512,384,paper,1,34,494,337
paper583.jpg,512,384,paper,107,28,325,360
paper584.jpg,512,384,paper,133,45,381,344
paper585.jpg,512,384,paper,44,1,437,368
paper586.jpg,512,384,paper,14,1,440,378
paper589.jpg,512,384,paper,129,135,386,295
paper590.jpg,512,384,paper,82,33,433,319
paper591.jpg,512,384,paper,107,41,401,367
paper594.jpg,512,384,paper,93,115,307,273
paper62.jpg,512,384,paper,164,1,293,384
paper63.jpg,512,384,paper,10,1,483,350
paper64.jpg,512,384,paper,27,1,477,383
paper65.jpg,512,384,paper,28,30,443,368
paper66.jpg,512,384,paper,1,75,512,384
paper67.jpg,512,384,paper,14,1,478,280
paper68.jpg,512,384,paper,1,1,466,376
paper69.jpg,512,384,paper,91,32,488,384
paper70.jpg,512,384,paper,75,4,380,366
paper71.jpg,512,384,paper,128,121,307,276
paper77.jpg,512,384,paper,3,85,490,344
paper78.jpg,512,384,paper,46,4,384,384
paper79.jpg,512,384,paper,4,42,429,337
paper80.jpg,512,384,paper,39,1,474,384
paper81.jpg,512,384,paper,1,1,512,384
paper82.jpg,512,384,paper,1,1,512,384
paper83.jpg,512,384,paper,1,1,512,384
paper84.jpg,512,384,paper,1,74,448,384
paper85.jpg,512,384,paper,1,79,512,384
paper86.jpg,512,384,paper,1,1,445,384
paper87.jpg,512,384,paper,14,85,455,384
paper88.jpg,512,384,paper,2,1,434,373
paper89.jpg,512,384,paper,25,55,430,384
paper90.jpg,512,384,paper,1,1,512,384
paper91.jpg,512,384,paper,29,71,461,337
paper92.jpg,512,384,paper,9,1,418,341
paper93.jpg,512,384,paper,32,1,447,384
paper94.jpg,512,384,paper,22,46,407,384
paper95.jpg,512,384,paper,35,155,512,384
plastic1.jpg,512,384,plastic,98,103,434,294
plastic100.jpg,512,384,plastic,189,54,402,384
plastic101.jpg,512,384,plastic,18,1,423,323
plastic102.jpg,512,384,plastic,164,89,350,272
plastic106.jpg,512,384,plastic,1,102,512,308
plastic107.jpg,512,384,plastic,121,44,401,322
plastic111.jpg,512,384,plastic,1,1,417,384
plastic112.jpg,512,384,plastic,1,84,419,357
plastic113.jpg,512,384,plastic,1,1,512,350
plastic114.jpg,512,384,plastic,1,1,277,384
plastic115.jpg,512,384,plastic,1,1,512,384
plastic116.jpg,512,384,plastic,50,30,512,346
plastic117.jpg,512,384,plastic,1,52,433,384
plastic118.jpg,512,384,plastic,10,1,512,384
plastic119.jpg,512,384,plastic,1,1,512,384
plastic120.jpg,512,384,plastic,1,12,434,367
plastic121.jpg,512,384,plastic,22,44,362,384
plastic122.jpg,512,384,plastic,204,1,355,323
plastic123.jpg,512,384,plastic,1,13,425,384
plastic124.jpg,512,384,plastic,1,30,491,347
plastic125.jpg,512,384,plastic,1,5,512,369
plastic126.jpg,512,384,plastic,200,2,429,319
plastic127.jpg,512,384,plastic,224,80,476,277
plastic128.jpg,512,384,plastic,44,202,506,378
plastic129.jpg,512,384,plastic,65,176,357,340
plastic130.jpg,512,384,plastic,88,98,390,321
plastic131.jpg,512,384,plastic,107,102,315,302
plastic132.jpg,512,384,plastic,1,18,359,384
plastic133.jpg,512,384,plastic,1,1,512,341
plastic134.jpg,512,384,plastic,61,104,504,298
plastic135.jpg,512,384,plastic,154,86,345,269
plastic136.jpg,512,384,plastic,120,100,307,308
plastic137.jpg,512,384,plastic,22,9,512,384
plastic138.jpg,512,384,plastic,114,98,353,252
plastic144.jpg,512,384,plastic,1,1,490,384
plastic145.jpg,512,384,plastic,36,143,495,304
plastic146.jpg,512,384,plastic,1,1,512,175
plastic147.jpg,512,384,plastic,63,30,415,341
plastic148.jpg,512,384,plastic,38,96,409,384
plastic149.jpg,512,384,plastic,1,1,512,384
plastic150.jpg,512,384,plastic,149,144,382,255
plastic151.jpg,512,384,plastic,41,107,489,291
plastic152.jpg,512,384,plastic,1,1,512,301
plastic153.jpg,512,384,plastic,184,104,294,264
plastic154.jpg,512,384,plastic,191,142,287,225
plastic155.jpg,512,384,plastic,1,1,443,384
plastic156.jpg,512,384,plastic,1,1,512,384
plastic157.jpg,512,384,plastic,161,71,512,384
plastic158.jpg,512,384,plastic,9,1,451,291
plastic159.jpg,512,384,plastic,1,21,512,384
plastic160.jpg,512,384,plastic,1,1,512,384
plastic161.jpg,512,384,plastic,3,1,470,335
plastic162.jpg,512,384,plastic,1,1,512,201
plastic163.jpg,512,384,plastic,20,47,390,327
plastic164.jpg,512,384,plastic,1,85,482,384
plastic165.jpg,512,384,plastic,14,123,501,337
plastic166.jpg,512,384,plastic,1,1,402,296
plastic167.jpg,512,384,plastic,144,13,329,348
plastic168.jpg,512,384,plastic,33,3,437,384
plastic169.jpg,512,384,plastic,1,123,488,282
plastic17.jpg,512,384,plastic,108,84,380,349
plastic170.jpg,512,384,plastic,108,108,307,296
plastic171.jpg,512,384,plastic,69,32,430,350
plastic172.jpg,512,384,plastic,47,81,372,294
plastic173.jpg,512,384,plastic,104,56,389,335
plastic174.jpg,512,384,plastic,109,65,391,268
plastic175.jpg,512,384,plastic,20,1,512,346
plastic176.jpg,512,384,plastic,149,140,261,287
plastic177.jpg,512,384,plastic,107,149,252,242
plastic178.jpg,512,384,plastic,119,140,259,235
plastic18.jpg,512,384,plastic,18,1,490,342
plastic181.jpg,512,384,plastic,152,122,291,247
plastic182.jpg,512,384,plastic,169,158,297,287
plastic183.jpg,512,384,plastic,91,122,301,296
plastic184.jpg,512,384,plastic,139,63,389,327
plastic185.jpg,512,384,plastic,165,19,282,307
